"REC_NUM","FINALWT","AGYOWNK","LFSSTAT","PROV","CMA","AGE_12","SEX","MARSTAT","EDUC","IMMIG","EFAMTYPE","HRLYEARN","COWMAIN","PERMTEMP","FIRMSIZE","SURVYEAR","UNION","NOC_10","UTOTHRS","TENURE","HRSTOT"
92118,86,1,1,47,0,2,2,2,4,3,3,23.2834704562453,1,4,3,2018,1,4,30,15,1530
14339,139,0,1,47,0,2,1,6,3,3,4,16.5982404692082,1,3,2,2019,2,6,40,3,2040
81765,105,0,1,13,0,5,2,6,4,3,1,19.5792819745699,2,1,1,2018,2,6,40,118,2040
51258,167,0,1,46,6,2,2,6,5,3,14,21.7524980784012,1,3,3,2017,2,4,30,2,1530
98910,78,1,1,47,0,3,2,4,5,3,14,49.4879581151832,1,1,4,2018,1,4,35.3,73,1800.3
37879,141,0,1,24,0,2,1,6,4,3,18,31.1217008797654,1,1,4,2019,1,3,35,31,1785
24422,86,0,1,24,0,3,2,2,5,3,2,25.442483171279,2,1,4,2018,2,2,40,14,2040
30170,277,1,1,12,0,4,2,1,6,3,3,17.420958302853,2,1,4,2020,2,7,40,60,2040
86287,101,0,1,47,0,10,1,6,2,3,1,20.9150269023828,2,1,2,2017,2,7,50,132,2550
26512,524,1,2,24,1,4,1,2,2,3,3,21.1667913238594,2,1,4,2018,2,7,40,157,2000
36476,142,3,1,48,0,6,1,1,4,3,3,36.2289685442575,2,1,1,2020,2,8,40,240,2040
77886,75,0,1,24,0,3,1,6,2,3,8,27.4285923753666,2,1,4,2019,2,1,40,65,2040
69646,130,0,2,46,0,7,2,5,4,3,1,19.3473240469208,2,1,2,2019,2,7,40,2,2000
40774,53,0,2,11,0,3,2,6,5,3,2,36.2289685442575,1,1,4,2020,1,4,37.5,38,1837.5
5185,70,2,1,59,0,6,1,4,4,3,14,54.3812451960031,1,1,4,2017,1,5,26,124,1326
79910,129,0,1,13,0,10,1,1,4,3,2,28.983174835406,1,1,4,2020,1,5,40,240,2040
47941,208,0,1,13,0,11,1,1,2,3,5,13.5953112990008,2,2,1,2017,2,8,30,35,1530
22836,53,0,1,35,0,10,1,5,1,3,1,30.0843108504399,2,1,2,2019,1,8,50,240,2550
27199,716,3,1,48,7,6,1,1,3,3,3,37.7816386247257,1,1,4,2020,1,8,37.5,214,1912.5
87726,84,0,1,48,0,2,1,6,2,3,14,16.5982404692082,2,1,4,2019,2,2,40,58,2040
93412,764,0,1,35,4,11,2,6,5,3,1,23.7491398653702,1,4,4,2018,2,5,3,119,153
51232,334,0,1,35,0,3,1,6,3,3,2,19.9052304316021,2,1,1,2020,2,3,40,14,2040
70672,1030,0,1,35,5,2,1,6,4,1,1,18.6730205278592,2,1,2,2019,2,7,25,53,1275
76129,174,0,1,35,0,2,2,6,2,3,1,16.404263275991,2,3,4,2018,2,3,53.5,3,2728.5
33373,924,0,1,24,2,2,2,6,4,3,3,21.4739736070381,1,1,4,2019,1,2,40,12,2040
74731,178,0,1,35,0,7,1,5,2,1,1,33.3824067300658,2,1,3,2020,2,8,40,51,2040
14263,180,2,1,46,6,4,2,1,2,3,3,32.4184384164223,1,1,4,2019,1,2,40,57,2040
89547,954,0,1,35,4,3,1,6,5,3,2,17.9917726252805,2,1,4,2018,2,10,40,11,2040
83573,296,1,2,35,0,3,2,1,4,3,3,15.2267486548809,2,1,1,2017,2,2,30,14,1290
16137,930,0,1,24,2,7,2,2,4,3,8,28.5282258064516,2,3,4,2019,2,2,37.5,240,1912.5
32325,108,0,1,12,0,9,2,6,0,3,2,17.945810914681,2,1,4,2017,2,7,30,88,1530
52306,164,0,1,35,0,10,2,1,6,2,2,33.1964809384164,2,1,4,2019,2,2,37.5,231,1912.5
99232,108,4,1,10,0,8,1,2,2,3,4,20.7478005865103,2,1,1,2019,2,8,60,240,3060
50928,148,0,1,46,6,4,1,6,5,2,1,26.9721407624633,1,1,4,2019,1,7,40,80,2040
60388,60,2,1,35,0,7,1,1,4,3,3,30,2,1,4,2021,1,2,42,43,2142
29083,142,0,1,59,0,2,2,6,4,1,1,15.3459237097981,2,1,4,2018,1,7,20,27,1020
48190,96,4,1,46,0,9,1,1,4,3,7,24.687454279444,2,4,3,2020,2,8,50,11,2550
54098,1335,0,1,59,9,3,1,6,6,1,1,20,2,2,1,2021,2,2,40,1,2040
101271,829,4,1,59,9,9,1,1,5,2,4,30.4534973097617,2,1,2,2017,2,3,40,178,2040
28958,123,2,1,35,0,5,2,2,4,3,3,25,1,1,4,2021,1,2,37,145,1887
70502,441,0,1,24,0,10,2,1,0,3,2,16.5982404692082,2,1,1,2019,2,7,32,240,1632
16359,612,2,2,48,7,7,1,1,4,2,3,37.408284457478,2,1,4,2019,2,3,40,217,2000
52533,155,0,1,10,0,10,1,1,4,3,5,41.9313049853372,1,1,4,2019,1,1,55,240,2805
59087,499,0,1,24,1,1,1,6,3,3,3,12.7000747943156,2,4,2,2018,2,7,15,7,765
10864,280,1,1,59,0,5,2,6,6,3,14,54.9438185808339,1,1,4,2020,2,1,35,34,1785
54396,379,1,1,24,0,5,1,1,4,3,6,36.308651026393,1,3,3,2019,1,8,40,9,2040
2130,861,0,1,24,2,8,2,5,1,2,18,22.4594941348974,2,1,4,2019,1,4,36.2,188,1846.2
78255,135,0,1,35,0,8,2,1,2,3,2,16.5982404692082,2,1,4,2019,2,7,35,240,1785
47234,990,0,2,35,0,9,1,1,1,3,2,25.102382782475,2,1,3,2017,2,7,40,123,2000
72267,86,0,1,35,0,11,2,1,5,3,2,27.1906225980015,2,1,2,2017,2,2,15,240,765
83904,64,0,1,35,0,11,2,1,6,3,8,89.42,1,1,3,2021,1,5,41,240,2091
26763,366,3,1,35,0,7,2,1,5,2,3,28.85,2,1,4,2021,2,2,40,106,2040
1085,108,0,2,12,0,9,1,2,5,3,2,21.1163130943672,2,1,3,2020,2,7,32,61,1248
62321,82,0,1,35,0,2,2,6,4,3,4,14,2,1,1,2021,2,7,12,26,612
34249,393,0,1,35,0,3,1,6,2,3,4,40,2,1,2,2021,2,3,40,33,2040
99008,97,0,1,59,0,3,2,1,4,1,2,13.1229838709677,2,1,2,2019,2,7,15,15,765
50304,64,0,1,47,0,8,1,1,4,3,2,44.9297847809377,2,1,2,2017,2,8,40,240,2040
58261,103,0,1,35,0,3,2,6,4,3,18,74.1007697947214,1,1,4,2019,2,1,35,107,1785
32474,143,1,1,13,0,5,1,1,5,1,3,29.1360882572924,2,1,3,2018,2,3,47.5,36,2422.5
34844,78,4,1,46,6,9,2,1,5,1,4,20.5573518653987,2,1,3,2020,2,6,40,81,2040
28296,257,0,1,48,8,6,1,1,3,2,18,33.88,2,1,3,2021,1,10,40,181,2040
44992,475,0,1,48,8,3,2,6,4,3,2,21.7524980784012,2,1,4,2017,2,7,33,44,1683
72934,371,1,2,24,1,6,1,1,6,1,3,32.29,1,3,4,2021,1,3,35,36,1715
6858,153,1,1,24,0,4,2,2,5,3,3,47,2,1,4,2021,2,2,40,21,2040
84430,152,1,1,46,6,4,1,1,4,3,3,32.1590909090909,1,1,4,2019,1,8,37.5,39,1912.5
54048,164,0,1,46,6,4,2,1,5,1,2,18.27,2,1,3,2021,2,2,40,21,2040
47555,175,3,1,24,0,7,1,2,4,3,3,18.6320409656181,2,1,1,2020,2,10,40,143,2040
32830,95,0,1,13,0,5,2,2,4,3,2,13.5,2,1,3,2021,2,7,40,139,2040
58334,840,0,1,48,7,2,2,6,3,3,3,17.5,2,1,2,2021,2,5,42,5,2142
3435,70,0,1,12,0,10,2,1,4,3,2,13.6496925441968,2,2,2,2017,2,10,45,16,2295
28747,238,0,1,35,0,10,1,1,2,3,2,19.3473240469208,2,1,4,2019,2,2,34,240,1734
97728,659,0,1,59,9,7,2,4,4,3,1,23.4450146627566,2,1,4,2019,2,2,40,147,2040
93502,301,2,1,35,0,8,1,1,2,3,3,32.6287471176018,2,1,2,2017,2,8,40,2,2040
80296,68,0,1,48,0,6,2,2,2,3,2,50.5886312640239,2,1,4,2018,1,9,40,145,2040
20867,117,0,1,59,0,2,2,6,2,3,15,15.8750934928945,2,1,4,2018,2,9,40,1,2040
36256,153,3,1,46,0,5,2,1,2,2,3,13.25,2,2,1,2021,2,7,16,28,816
64749,203,2,1,35,0,6,2,1,4,3,3,19.7062827225131,1,1,4,2018,2,5,40,31,2040
34126,227,0,1,59,9,8,2,1,4,1,2,14.0229992520568,2,1,4,2018,1,7,37.5,21,1912.5
60891,286,0,2,35,0,12,2,1,2,3,8,25,2,1,1,2021,2,5,40,240,1000
3545,67,2,1,13,0,6,1,1,4,3,3,56,1,1,4,2021,1,2,40,218,2040
77078,1029,0,1,24,2,10,2,1,5,3,2,24.8427212874909,2,1,1,2020,2,2,35,232,1785
62934,306,1,1,24,0,5,1,2,4,3,3,37.2640819312363,2,1,1,2020,1,8,40,3,2040
101365,238,0,1,59,0,3,1,2,3,3,2,19.0334358186011,2,1,1,2017,2,8,40,9,2040
31442,77,0,1,46,6,5,2,1,5,1,2,27.4,2,1,4,2021,2,3,40,34,2040
95299,83,2,1,13,0,6,1,1,3,3,3,15.3355111452729,2,1,3,2017,2,8,70,4,3570
34909,284,2,1,48,8,7,2,1,5,1,3,28.2047494390426,1,3,4,2018,1,2,36.3,30,1851.3
56765,448,0,1,24,0,11,1,6,2,3,18,18.5796554252199,1,3,4,2019,1,2,30,64,1530
61256,113,1,1,47,0,4,1,1,5,3,3,41.2753651037663,2,1,4,2017,2,2,37.5,94,1912.5
6376,118,4,2,13,0,6,1,1,4,3,7,26.2362378459237,1,1,4,2018,1,8,37.5,24,1875
67500,333,3,1,59,0,7,2,1,4,3,3,19.0501121914734,2,1,3,2018,2,4,35,73,1785
74485,182,0,1,35,0,3,1,6,2,3,1,14.25,2,1,4,2021,2,7,46,10,2346
62258,1214,0,1,35,4,2,1,6,3,3,7,36.06,2,1,4,2021,2,3,40,2,2040
65994,172,0,1,13,0,8,2,5,4,3,1,32.1195683979517,2,1,4,2020,2,2,37.5,232,1912.5
35791,87,0,1,46,6,9,1,1,4,2,2,38.8167520117045,2,1,3,2020,2,7,40,65,2040
85656,147,1,2,12,0,3,2,1,4,3,3,15.5267008046818,2,1,2,2020,2,5,25,157,1250
68698,257,0,1,59,0,9,1,5,3,3,1,23.9277478862414,2,1,1,2017,2,8,45,49,2295
33221,597,3,1,24,1,7,1,4,5,3,14,40.5249039200615,1,1,4,2017,1,5,40,240,2040
27494,58,0,1,11,0,1,1,6,1,3,18,13.1234106207928,2,1,4,2018,2,7,34,13,1734
37169,600,2,1,35,3,6,2,1,4,2,3,56.41,1,1,4,2021,1,3,37.5,218,1912.5
18759,137,4,1,24,0,7,2,2,3,3,4,15.8750934928945,2,1,1,2018,2,7,36,10,1836
8997,200,0,1,13,0,3,2,6,4,3,14,17.58,2,1,4,2021,2,2,37.5,85,1912.5
15830,170,0,1,24,0,8,2,2,4,3,2,24.4715603382014,2,1,1,2017,2,2,32.5,234,1657.5
97504,158,1,2,47,0,4,2,1,4,3,3,49.4456245325355,1,1,4,2018,1,4,37.3,182,1827.7
62881,276,3,1,59,0,9,1,1,2,3,3,29.0469208211144,1,1,4,2019,1,7,40,194,2040
19216,706,0,1,35,3,4,1,6,4,2,3,17.9917726252805,2,1,2,2018,2,7,36,65,1836
61953,68,0,1,46,0,9,1,1,1,2,5,37.9732236350037,2,1,3,2018,2,1,40,32,2040
29249,706,2,1,24,2,8,1,1,3,2,6,26.1029976940815,2,1,1,2017,2,3,40,10,2040
4546,73,0,1,12,0,1,2,6,2,3,15,12.95,2,4,2,2021,2,7,30,1,1530
45566,433,0,1,48,0,8,1,1,4,3,2,48.08,2,1,1,2021,2,1,40,133,2040
45201,122,1,1,46,0,5,1,1,4,3,3,62.3471407624633,2,1,2,2019,2,1,40,103,2040
737,179,1,1,12,0,3,1,1,2,3,3,14.3022674865488,2,1,2,2017,2,7,45,19,2295
34486,160,0,1,35,0,8,1,1,4,3,2,35.2712609970675,2,1,2,2019,2,7,40,62,2040
2691,60,3,2,48,0,6,1,1,4,3,3,55.9649962602842,2,1,4,2018,1,3,40,125,1960
48417,178,1,1,35,0,6,1,1,2,3,3,25.9866202346041,1,1,4,2019,1,8,40,85,2040
83730,102,0,1,59,0,10,1,1,6,3,2,50.48,2,1,4,2021,2,1,40,240,2040
52144,73,0,1,46,6,2,2,6,2,3,10,11.8004861630516,2,4,4,2018,2,7,15,3,765
97463,75,0,2,24,0,1,1,6,0,3,14,17.6356304985337,2,1,2,2019,2,10,40,2,2000
4538,1001,1,1,48,0,6,2,4,2,1,14,21,2,1,4,2021,1,10,40,88,2040
55332,117,1,1,48,0,5,1,1,4,1,6,33.65,2,1,2,2021,2,6,40,104,2040
93706,77,0,2,12,0,1,1,6,4,3,14,11.6919677171407,2,2,1,2017,2,7,30,2,1470
56406,85,0,1,47,0,10,2,5,4,3,1,12.9,2,1,4,2021,2,7,37.5,3,1912.5
13693,52,1,1,46,6,5,1,1,3,3,3,64.0401271503366,2,1,4,2018,2,1,37.5,210,1912.5
26517,442,0,1,35,3,8,2,6,4,3,1,27.8872475691847,1,1,4,2018,1,2,37.5,218,1912.5
53691,71,0,1,59,0,9,2,1,4,3,8,34.62,2,1,1,2021,2,1,40,17,2040
7860,700,0,1,59,0,1,2,6,2,3,18,14.5234604105572,2,3,4,2019,2,7,42,3,2142
32714,146,0,1,47,0,2,2,6,3,3,6,19.5772482705611,1,2,4,2017,1,5,37.5,2,1912.5
3199,1762,0,1,35,4,5,1,6,5,2,18,27.5,2,1,1,2021,2,4,60,15,3060
81996,732,4,1,59,9,9,2,1,4,2,4,30.4970023059185,1,1,3,2017,1,3,37,240,1887
54893,110,0,2,48,0,3,1,6,2,3,4,15.2267486548809,2,1,1,2017,2,7,20,5,700
101444,368,1,1,35,0,4,2,1,4,3,3,31.2909684857802,1,1,4,2017,1,4,37,59,1887
64583,232,0,1,35,0,7,1,5,4,3,1,34.912759415834,2,1,4,2017,1,4,40,131,2040
66879,279,0,1,24,0,9,2,1,2,3,2,32.3568408916218,2,1,1,2017,2,2,20,22,1020
61119,147,2,1,59,0,7,2,4,4,3,14,23.2834704562453,1,1,2,2018,2,2,52.5,96,2677.5
41013,1138,0,1,35,4,5,1,2,2,3,2,38.0668716372022,2,1,1,2017,2,9,45,12,2295
9303,256,0,1,12,0,3,2,2,6,3,2,12.1893328445748,2,1,4,2019,2,7,25,5,1275
99626,332,2,1,35,0,6,2,1,4,2,3,24.8709798055348,2,1,4,2018,1,7,24,204,1224
5149,296,3,1,35,0,8,2,1,4,3,3,26.9129480614484,1,3,4,2020,1,7,40,148,2040
14369,64,4,1,13,0,7,1,6,4,3,15,13.2186611817502,2,1,4,2018,2,10,40,240,2040
8093,509,0,1,48,8,5,2,4,2,3,1,21.1667913238594,2,1,4,2018,2,8,42,5,2142
64041,168,0,1,59,0,5,1,2,5,3,2,46.4850883935434,2,1,4,2017,1,3,36,41,1836
92195,96,0,1,59,0,3,1,6,2,3,1,11.8007302075327,2,1,4,2017,2,7,40,6,2040
44222,40,0,1,47,0,7,2,6,5,3,1,45.6659090909091,1,1,4,2019,1,2,36.7,240,1871.7
17260,122,1,1,59,0,4,2,1,1,2,3,11.9638739431207,2,1,1,2017,2,7,24,2,1224
6472,1268,0,1,35,4,4,2,1,6,3,2,42.1802785923754,2,3,3,2019,1,5,35,7,1785
32936,1020,0,1,35,4,2,2,6,5,3,18,16.5982404692082,2,1,4,2019,2,2,40,22,2040
44067,269,0,1,35,0,6,1,1,2,2,18,15.2267486548809,2,1,3,2017,1,10,40,26,2040
75733,112,0,2,46,0,9,1,1,4,2,2,48.1056495003843,2,1,4,2017,2,10,40,240,2000
46732,165,0,1,47,0,2,1,1,5,1,2,12.9673753665689,2,4,3,2019,2,7,25,1,1275
38319,169,0,1,12,0,5,1,6,1,3,1,23,2,1,2,2021,2,8,44,240,2244
40418,277,0,1,35,0,7,1,1,2,3,2,11.6049577248271,2,1,3,2017,2,7,45,240,2295
95361,119,0,1,24,0,2,1,2,4,3,2,17.401998462721,2,1,4,2017,2,7,32,74,1632
99221,133,3,1,35,0,8,2,1,4,3,3,56.8800953079179,1,1,4,2019,1,5,36.3,240,1851.3
99742,950,0,1,35,4,2,1,6,3,2,15,13.8959985041137,2,3,4,2018,2,2,40,3,2040
24302,239,1,1,59,0,3,2,1,4,3,3,24.4715603382014,1,1,1,2017,2,4,37.5,75,1912.5
88441,124,0,2,46,0,5,1,6,6,3,1,58.7059017595308,1,1,4,2019,1,5,53,71,2544
43790,67,2,1,35,0,6,2,2,4,3,3,42.7001537279016,1,1,4,2017,1,4,48,139,2448
84585,236,0,1,35,0,3,1,6,1,3,5,21.266495601173,2,1,1,2019,2,8,40,41,2040
23370,125,1,2,47,0,6,1,1,4,1,3,32.0849346656418,2,1,3,2017,2,10,40,102,1960
3791,129,0,1,24,0,7,2,1,4,3,2,19.6671543525969,2,1,1,2020,2,5,27,47,1377
43764,135,1,2,12,0,5,2,1,6,3,3,28.75,1,1,3,2021,1,5,40,179,1960
44831,53,0,2,46,6,11,2,1,2,3,8,12.75,2,1,1,2021,1,2,40,240,2000
52911,393,2,1,35,0,8,1,1,4,3,3,23.6,2,1,2,2021,2,3,44,121,2244
99951,915,0,1,35,4,1,2,6,2,3,3,12.3989239046887,2,4,3,2017,2,2,32,6,1632
78222,359,0,1,24,0,9,1,2,4,3,2,15.2267486548809,2,1,2,2017,2,7,37.5,56,1912.5
38850,168,2,1,12,0,6,2,2,4,3,3,12.5076863950807,2,1,2,2017,2,4,40,3,2040
40417,475,4,1,35,0,6,1,1,2,3,4,21.5407095830285,2,1,2,2020,2,10,40,238,2040
92721,150,0,1,48,7,2,1,6,2,2,4,12.2132385938669,2,3,1,2018,2,2,20,23,1020
98983,150,0,1,35,0,9,1,1,5,2,5,63.9414681014604,1,1,4,2017,1,2,35,22,1785
73016,339,0,1,35,0,1,2,6,1,3,15,12.9673753665689,2,1,4,2019,1,7,25,10,1275
12894,170,0,1,35,0,4,1,6,1,3,1,17.5969275786394,2,1,4,2020,2,8,20,12,1020
75826,71,0,2,47,0,7,2,6,4,3,1,34.7135377711294,2,1,2,2018,2,2,40,222,2000
31836,144,3,2,24,0,7,2,1,4,3,3,18.4871250914411,2,1,2,2020,2,7,35,12,1190
39355,117,0,1,24,0,2,2,6,4,3,17,11.6919677171407,2,1,3,2017,2,7,15,25,765
97622,672,0,1,48,7,6,2,6,6,3,1,81.6737170087977,2,1,3,2019,2,5,37.5,53,1912.5
29523,127,4,1,46,6,9,2,1,4,3,4,29.863021214338,2,1,2,2020,2,2,40,240,2040
23801,325,3,1,59,0,8,1,2,5,3,3,46.6825513196481,1,1,4,2019,1,3,35,240,1785
61718,161,3,1,24,0,7,1,5,5,3,14,74.4742302052786,1,1,4,2019,2,2,37.5,111,1912.5
91845,63,0,1,11,0,2,1,6,4,3,1,14.1391237509608,2,1,4,2017,2,7,37.5,8,1912.5
22987,204,1,1,46,6,4,1,1,5,3,3,46.92,2,1,4,2021,2,3,37.5,85,1912.5
54712,125,0,1,13,0,3,1,6,2,3,18,15.8750934928945,2,1,2,2018,2,8,40,10,2040
59519,164,1,1,24,0,5,1,2,4,3,6,27.2441843452816,2,1,3,2020,2,9,48,31,2448
77098,566,2,2,24,1,6,2,2,4,3,3,25.1636064374543,1,1,4,2020,1,3,35,45,1715
76706,1154,0,2,59,9,10,2,3,1,2,6,14.3363204096562,2,1,2,2020,2,7,20,39,960
64989,89,0,1,13,0,11,1,1,5,3,2,19.6098770176787,2,1,3,2017,2,7,32,49,1632
32178,150,3,1,12,0,8,1,1,4,3,3,29.7030361260569,1,1,1,2017,1,10,40,240,2040
46631,240,0,1,35,0,6,2,1,4,2,2,25.442483171279,2,1,4,2018,2,7,40,240,2040
52185,253,0,1,24,0,3,1,6,3,3,1,18.520942408377,2,1,1,2018,2,8,35,73,1785
48587,297,0,1,59,0,6,1,6,2,3,1,29.6335078534031,2,1,2,2018,2,8,45,23,2295
51730,241,3,1,24,0,8,2,2,4,3,3,20.3813825896123,1,1,4,2020,1,7,38,13,1938
90624,487,2,1,35,5,7,1,1,5,3,3,54.9033051498847,2,1,4,2017,2,3,40,91,2040
85780,145,1,2,47,0,5,1,1,5,3,3,50.8344184345282,1,1,3,2020,1,5,32.5,168,1592.5
57348,240,0,1,35,0,4,1,6,6,3,18,44.4512298232129,2,1,1,2017,2,5,40,23,2040
32671,43,0,1,48,0,8,2,1,4,3,2,32.69,2,1,1,2021,2,2,50,239,2550
78429,350,1,1,35,0,4,1,2,1,3,3,20.7022677395757,2,1,4,2020,1,7,30,71,1530
69133,153,0,1,46,6,1,1,6,1,3,6,16.3143735588009,2,2,2,2017,2,8,60,1,3060
75690,327,2,1,35,0,7,1,1,5,2,6,67.4303519061584,1,1,4,2019,1,3,35,161,1785
28741,114,0,1,47,0,6,2,1,5,2,2,18.6730205278592,2,1,4,2019,2,7,40,151,2040
14292,240,1,1,12,0,6,1,1,6,3,3,73.2080322828593,2,1,3,2017,2,1,40,146,2040
48562,147,0,1,24,0,10,1,6,0,3,18,17.6356304985337,2,1,4,2019,2,7,35,21,1785
30903,302,2,1,35,0,5,2,6,2,3,14,17.401998462721,2,3,4,2017,2,2,40,22,2040
84218,195,1,1,24,0,5,2,1,4,1,3,17.6356304985337,2,1,1,2019,2,2,40,6,2040
56553,68,0,1,10,0,7,2,1,4,3,8,18.1543255131965,2,1,1,2019,1,5,22,60,1122
11492,116,0,1,48,0,9,1,1,4,3,2,40.7037397157816,2,1,1,2018,2,1,40,152,2040
67337,121,1,1,24,0,6,1,2,5,3,3,48.08,2,1,3,2021,2,2,40,25,2040
11435,1169,2,1,24,2,6,1,2,4,3,3,38.9998130142109,2,1,1,2018,1,8,40,7,2040
20162,914,0,1,24,2,10,1,2,4,3,2,19.5772482705611,2,1,4,2017,1,7,31,240,1581
34048,187,0,1,24,1,9,2,6,4,3,1,37.0881126554499,1,1,4,2020,1,2,35,240,1785
22960,788,0,1,59,9,5,1,2,4,1,2,71.5799120234604,2,1,4,2019,2,6,40,45,2040
1586,160,0,1,46,6,2,2,6,3,3,18,11.7743768328446,2,1,1,2019,2,7,16,62,816
55104,91,0,1,47,0,6,2,1,5,3,2,38.534143605086,1,1,4,2018,2,1,37.5,15,1912.5
92084,260,3,1,35,0,5,2,1,6,3,3,19.6860107609531,2,1,4,2017,2,1,40,11,2040
6948,229,0,1,59,0,2,1,6,4,3,3,17.5969275786394,2,1,4,2020,2,8,40,2,2040
7475,77,0,1,47,0,11,1,1,4,3,2,32.6287471176018,1,1,4,2017,2,8,40,240,2040
58973,220,1,1,35,0,4,1,2,4,3,6,24.667332820907,2,1,4,2017,2,8,40,18,2040
22457,210,0,1,59,0,8,1,1,2,3,2,27.1906225980015,2,1,4,2017,1,8,60,240,3060
17265,79,0,1,10,0,9,2,1,4,3,2,21.7373811265545,1,1,4,2020,1,7,37.5,171,1912.5
49199,89,4,2,48,0,9,1,1,6,2,7,49.7947214076246,2,1,4,2019,2,3,40,20,1960
49703,105,0,1,46,6,4,1,6,3,3,1,23.08,2,1,1,2021,2,1,40,26,2040
45043,156,1,2,24,0,4,2,2,4,3,9,22.25,2,1,2,2021,1,5,33,71,1551
30274,371,0,1,35,0,9,1,4,5,3,18,12.9971176018447,2,1,4,2017,2,7,40,61,2040
61180,148,0,1,24,0,11,2,1,4,3,8,15.92,2,1,3,2021,1,5,20,240,1020
14048,226,0,1,59,0,2,1,6,4,3,1,21.1667913238594,2,1,2,2018,2,7,30,2,1530
38363,475,0,1,48,7,8,2,1,4,3,2,50.8790930053805,2,1,2,2017,2,1,37,163,1887
84108,78,2,1,59,0,5,1,1,2,1,3,39.1544965411222,2,1,2,2017,2,3,40,40,2040
24873,142,3,2,46,6,9,1,1,5,2,3,38,1,1,4,2021,1,8,40,240,1960
51145,120,0,1,46,6,1,1,6,1,3,14,11.9063201196709,2,1,4,2018,2,7,16,14,816
65248,383,0,1,35,0,9,1,1,4,3,2,23.3948116833205,2,1,4,2017,2,7,44,240,2244
44664,155,1,1,47,0,3,1,6,2,3,14,22.7724945135333,2,1,2,2020,2,8,40,22,2040
26968,146,0,1,59,0,11,1,1,4,3,2,15.5608504398827,2,1,4,2019,2,7,24,5,1224
58856,610,4,1,35,0,8,1,1,4,3,4,31.0534016093636,1,1,4,2020,1,8,40,238,2040
58463,138,2,1,35,0,6,1,1,6,2,6,83.3576810534016,1,1,4,2020,1,5,32,132,1632
95923,53,2,1,11,0,5,2,1,2,3,9,15.0421554252199,2,2,1,2019,2,7,40,16,2040
39779,331,3,1,35,0,8,1,1,5,3,3,42.7001537279016,1,1,4,2017,1,5,48,240,2448
7173,165,0,1,46,6,6,1,4,2,2,1,49.94,2,1,4,2021,2,3,40,67,2040
79781,67,0,1,48,0,5,1,1,5,1,2,35.0839566192969,2,1,4,2018,2,8,40,14,2040
74359,244,1,2,24,0,5,2,1,4,3,3,31.9435991221653,1,1,4,2020,1,4,36.2,184,1701.4
7530,94,0,2,24,0,10,2,1,6,3,2,40.3694220921726,1,1,4,2020,1,2,45,67,2205
86169,212,0,1,12,0,2,2,6,2,3,15,11.8551114527287,2,1,3,2017,2,7,20,36,1020
49236,159,0,1,59,0,2,2,2,5,3,2,27.1796187683284,1,1,4,2019,1,5,37.5,11,1912.5
2165,109,0,1,12,0,8,2,2,4,2,8,29.863021214338,2,1,1,2020,2,2,20,130,1020
55903,258,0,1,35,0,2,2,6,2,3,4,15.8750934928945,1,1,1,2018,2,8,37.5,26,1912.5
53011,253,3,1,35,0,9,1,1,4,3,3,30.6704096561814,2,1,2,2020,2,7,55,158,2805
82074,275,0,1,35,0,2,2,6,3,3,15,14.8167539267016,2,1,1,2018,2,8,23,90,1173
55404,849,1,1,35,4,7,2,1,6,1,3,41.8300538047656,1,3,4,2017,1,5,30,37,1530
78306,183,0,1,47,0,6,1,2,3,3,1,40.7037397157816,2,1,3,2018,2,1,45,238,2295
57472,306,0,1,24,0,7,1,6,4,3,18,33.7163720215219,2,1,2,2017,2,8,40,44,2040
97982,870,4,1,24,2,9,1,1,2,2,4,12.7795926210607,2,1,4,2017,2,7,40,34,2040
71729,159,1,1,35,0,4,2,1,6,3,3,43.8991587417703,1,1,3,2020,1,4,35,46,1785
25216,643,0,2,48,7,4,1,1,3,3,2,27.9265395894428,2,1,2,2019,2,6,45,67,2250
49407,620,0,1,24,1,5,1,6,6,1,1,41.4045354791514,2,1,4,2020,2,3,37.5,19,1912.5
2197,125,1,1,24,0,4,1,2,4,3,6,50.8321114369501,2,1,4,2019,1,8,42,134,2142
70098,109,2,1,35,0,5,1,1,4,3,3,39.3689516129032,1,1,4,2019,1,4,42,151,2142
99886,171,0,1,35,0,2,1,6,4,3,4,25.4001495886313,2,1,1,2018,2,8,44,50,2244
59271,293,3,1,48,8,6,2,1,2,3,3,21.1667913238594,2,1,3,2018,2,2,40,17,2040
11133,148,1,1,10,0,4,1,1,4,3,3,69.7167563412759,2,1,4,2017,2,3,48,38,2448
85362,101,2,1,35,0,4,1,2,4,3,3,27.7927944403804,2,1,4,2020,1,8,40,114,2040
24876,1367,0,1,35,0,10,1,5,4,3,1,42.3335826477188,2,3,3,2018,2,3,45,12,2295
23547,241,0,1,47,0,2,1,6,2,3,1,14.491587417703,2,1,2,2020,1,7,40,22,2040
54944,452,0,2,24,0,9,2,5,2,3,18,21.8547120418848,2,1,4,2018,1,10,37.5,11,1837.5
19250,202,0,2,35,0,10,2,1,5,2,8,50.884966342558,1,1,4,2018,1,2,40,240,2000
37967,217,0,1,59,9,3,2,1,5,3,2,27.3474943904263,1,1,4,2018,1,7,20,87,1020
79062,354,0,1,59,0,1,2,6,1,3,16,14.1603739002933,2,1,4,2019,2,7,30,3,1530
