"REC_NUM","FINALWT","AGYOWNK","LFSSTAT","PROV","CMA","AGE_12","SEX","MARSTAT","EDUC","IMMIG","EFAMTYPE","HRLYEARN","COWMAIN","PERMTEMP","FIRMSIZE","SURVYEAR","UNION","NOC_10","UTOTHRS","TENURE","HRSTOT"
70304,962,0,2,48,0,3,1,6,1,3,1,30,2,1,1,2021,2,8,60,47,3000
30888,123,1,1,48,0,5,1,1,2,1,6,15.8750934928945,2,1,3,2018,1,2,40,2,2040
82569,204,0,1,24,0,1,1,6,3,3,13,13.0514988470407,2,4,4,2017,2,7,40,4,2040
66859,199,1,2,24,0,4,1,2,4,3,3,48.8470007315289,2,1,4,2020,1,8,40,112,1960
102665,50,1,1,11,0,3,2,1,4,3,3,29.5507686395081,1,3,3,2017,1,6,37.5,20,1912.5
24391,110,2,2,24,0,6,2,4,4,3,14,24.8973607038123,1,1,4,2019,1,2,35,128,1715
13879,686,2,1,59,9,7,1,1,4,2,3,28.354381245196,2,1,2,2017,2,7,45,63,2295
43819,1566,0,1,24,2,9,1,3,4,2,18,31.0534016093636,2,1,4,2020,2,7,40,187,2040
75036,376,0,1,35,0,10,1,1,1,3,2,17.5969275786394,2,1,4,2020,2,8,40,45,2040
64580,115,0,1,13,0,1,2,6,1,3,14,11.9638739431207,2,2,1,2017,2,2,63,26,3213
10809,121,1,2,10,0,4,1,1,5,3,3,34.2027492668622,1,1,4,2019,1,5,35,95,1680
8509,122,2,1,48,0,7,1,1,4,3,3,51,2,1,4,2021,1,10,40,240,2040
21282,122,1,1,47,0,5,1,1,4,1,3,23.5362029208301,2,1,3,2017,1,4,20,9,1020
54502,62,0,2,24,0,10,1,1,4,3,5,23.4453182150695,2,1,4,2020,2,3,40,240,1360
8902,99,0,1,13,0,10,2,2,4,3,2,14.5234604105572,1,1,4,2019,1,5,45,240,2295
68415,208,0,1,35,0,10,1,6,4,3,1,24.3418100224383,2,2,1,2018,2,7,40,198,2040
90677,930,0,1,24,2,11,2,5,4,3,1,23.9277478862414,2,1,2,2017,2,7,32,125,1632
65032,166,2,1,24,0,7,1,2,4,3,6,34.8666788856305,2,3,4,2019,1,8,45,3,2295
68192,735,0,1,59,9,9,2,1,5,3,2,48.6836200448766,2,1,4,2018,2,2,37.5,240,1912.5
98189,341,0,2,24,0,4,2,6,4,3,1,32.808526551982,1,1,4,2018,1,2,35,138,1680
61212,912,2,1,35,4,7,2,1,5,2,3,38.46,2,3,4,2021,2,1,30,2,1530
38355,1096,1,1,35,4,4,1,1,6,1,3,38.9021260997067,1,1,4,2019,2,1,40,41,2040
67564,133,0,1,46,6,1,2,6,2,1,3,11.9063201196709,2,1,4,2018,2,7,16,27,816
70133,342,2,1,35,0,7,2,4,4,3,14,29.5,2,1,4,2021,2,4,40,72,2040
53853,101,0,1,11,0,2,2,6,1,3,17,13.4564740307242,2,4,1,2020,2,7,12,9,612
93307,99,2,1,10,0,4,2,1,2,3,9,24.6890853189854,1,1,3,2017,1,6,20,86,1020
57813,167,2,1,46,6,5,1,1,2,3,3,36.308651026393,2,1,1,2019,2,2,24,2,1224
15722,670,0,1,35,3,2,2,6,2,3,7,16.5,2,2,1,2021,2,9,35,4,1785
22543,843,3,2,24,2,8,1,1,6,2,3,33.7381245196003,2,1,4,2017,2,1,32,172,1600
40366,662,0,1,59,0,9,2,5,5,3,1,39.28,1,1,4,2021,1,5,40,240,2040
56126,71,0,1,46,6,2,1,6,3,3,18,11.8004861630516,2,1,4,2018,2,7,36,9,1836
60146,84,0,1,46,6,6,1,6,4,1,8,43.32,1,1,4,2021,1,4,40,72,2040
27627,946,0,1,35,4,5,2,6,5,3,1,42.3847425057648,1,1,4,2017,1,5,37.5,218,1912.5
37230,102,2,1,48,0,5,2,2,4,3,3,29.3658724058417,2,3,2,2017,2,2,40,9,2040
73998,93,3,1,47,0,6,2,1,5,3,3,34.803996925442,2,1,1,2017,2,4,30,119,1530
40558,732,4,1,59,9,8,1,1,5,2,4,54.9033051498847,2,1,4,2017,2,3,40,149,2040
96354,75,0,1,47,0,12,1,1,2,3,5,26.9876589379207,2,2,1,2018,2,2,40,5,2040
25959,261,0,1,35,0,11,2,1,4,3,8,48.401901975128,1,4,3,2020,1,4,11.2,240,571.2
46801,1070,0,1,24,2,3,2,2,4,3,8,25.4001495886313,2,1,4,2018,2,7,40,163,2040
85182,813,0,1,48,7,9,2,1,4,2,18,23,2,1,1,2021,2,4,32.5,240,1657.5
21201,108,3,1,13,0,8,1,1,6,3,3,61.9929407461595,1,1,3,2020,2,1,35,240,1785
65627,622,0,1,48,8,3,1,6,2,3,1,26.9721407624633,2,1,1,2019,2,8,35,41,1785
100611,840,0,1,35,4,2,2,6,3,3,18,14.8167539267016,2,1,4,2018,1,7,25,9,1275
15180,362,3,1,35,0,6,1,1,5,3,6,41.1905759162304,2,1,4,2018,2,5,37.5,159,1912.5
87310,321,0,1,35,0,1,2,6,2,3,6,12.3989239046887,2,1,1,2017,2,7,15,5,765
53139,284,0,1,35,0,4,1,2,6,3,2,30.5330964846672,1,3,4,2018,2,5,40,42,2040
71899,204,2,1,35,0,6,2,1,6,3,3,69.162793255132,2,1,4,2019,2,1,37.5,240,1912.5
5396,768,0,1,35,0,2,1,2,4,3,2,25.442483171279,1,1,4,2018,1,4,40,34,2040
6993,124,1,1,13,0,5,2,6,4,3,14,14,2,1,4,2021,2,2,25,48,1275
18044,108,0,2,24,0,10,2,2,4,3,2,39.4208211143695,1,1,4,2019,1,4,37.5,240,1800
38636,70,0,1,24,0,10,2,1,1,3,2,41.8300538047656,2,1,1,2017,2,2,30,240,1530
83389,118,0,1,59,0,2,1,6,2,3,14,16.9334330590875,2,1,1,2018,2,10,40,18,2040
839,289,1,1,48,0,4,2,2,2,3,3,30.6818985395849,2,1,1,2017,2,2,40,26,2040
38306,584,0,1,24,0,9,2,2,4,3,2,15.2267486548809,2,1,1,2017,2,2,27,16,1377
65908,147,0,1,46,6,6,1,1,4,3,1,29.3658724058417,2,1,4,2017,1,3,37.5,59,1912.5
52573,105,0,1,46,6,9,2,2,5,2,1,25.8778346744696,2,1,2,2020,2,5,40,240,2040
793,826,0,1,35,0,8,2,3,2,3,1,24.8180628272251,1,1,4,2018,1,5,40,191,2040
52314,89,0,1,46,6,5,1,1,4,1,2,26.6955742501829,2,1,4,2020,1,10,40,108,2040
41886,241,0,1,24,0,9,1,1,4,3,2,17.462602842184,2,2,1,2018,2,9,50,123,2550
20078,334,0,1,59,0,9,1,4,4,3,18,16.404263275991,1,1,4,2018,2,1,40,240,2040
46775,113,0,1,12,0,1,1,6,3,3,16,12.85,2,2,1,2021,2,6,30,1,1530
75584,94,4,1,24,0,9,2,2,4,3,4,19.5772482705611,2,1,1,2017,2,2,35,203,1785
87159,1091,4,2,24,2,7,1,1,4,3,4,57.004582111437,1,1,4,2019,1,5,35,240,1750
32858,1058,0,1,24,2,2,1,6,2,3,1,12.9673753665689,2,1,1,2019,2,7,35,2,1785
88077,968,1,1,59,9,5,1,1,4,3,3,21.7524980784012,1,1,4,2017,1,2,35,205,1785
27934,166,0,1,35,0,9,2,1,2,3,2,31.6537673738113,1,1,4,2020,1,4,37.5,240,1912.5
78481,729,1,2,24,2,4,2,2,4,2,3,29.8009223674097,1,1,4,2017,1,4,36,120,1800
15772,135,1,2,46,0,4,2,1,5,3,3,41.8300538047656,1,1,3,2017,1,5,40,107,2000
98585,97,1,1,35,0,3,2,6,4,3,14,18.1543255131965,2,1,4,2019,2,4,37.5,6,1912.5
60965,513,0,1,24,0,7,1,6,2,3,1,25.8778346744696,2,1,4,2020,2,10,40,127,2040
55204,244,1,1,35,0,4,1,1,4,3,3,39.1585639491399,2,1,4,2018,2,9,36.8,107,1876.8
47755,783,1,1,24,2,7,1,1,5,2,3,68.38,1,1,4,2021,1,5,22.5,107,1147.5
79760,132,4,2,13,0,8,2,1,4,3,4,41.4045354791514,1,1,4,2020,1,4,22,240,1100
61737,444,4,1,35,0,8,2,1,5,3,4,45.6802459646426,2,3,4,2017,2,4,40,1,2040
16013,165,2,1,59,0,7,1,2,4,3,3,41.8300538047656,1,1,2,2017,2,1,40,98,2040
83325,135,4,1,48,0,8,1,2,2,3,4,38,1,1,2,2021,2,8,40,27,2040
49350,336,4,1,35,0,9,1,1,4,3,4,37.0418848167539,2,1,2,2018,2,10,40,185,2040
65294,673,0,1,35,0,3,2,2,6,3,2,40.058888076079,1,1,4,2020,1,4,37.5,35,1912.5
8179,260,0,1,35,0,10,2,1,2,3,2,13.5953112990008,2,1,1,2017,2,2,40,56,2040
35792,784,1,1,24,0,4,1,2,4,3,3,22.7724945135333,1,3,4,2020,2,3,37.5,27,1912.5
97953,651,1,1,48,8,3,1,1,4,3,6,47.7199413489736,1,1,4,2019,1,2,33.5,86,1708.5
42765,174,4,1,12,0,8,2,1,4,3,4,35.9517950635752,2,1,1,2018,2,1,30,82,1530
42249,767,1,1,24,2,7,2,1,6,2,3,13.2993401759531,1,1,2,2019,2,1,12,12,612
351,236,4,1,48,0,8,1,6,2,3,15,19.23,2,1,1,2021,1,8,40,133,2040
68247,486,0,1,59,0,1,2,6,2,3,3,15.5608504398827,2,2,3,2019,2,7,35,3,1785
94528,328,1,1,35,0,4,1,1,4,3,3,37.0418848167539,1,1,4,2018,1,5,40,57,2040
34688,186,0,1,46,6,10,1,5,3,3,1,28.7132974634896,1,1,4,2017,1,8,35.5,88,1810.5
85704,79,0,1,46,6,10,2,1,5,3,2,41.3297463489623,1,1,4,2017,1,4,40,240,2040
20548,355,0,1,24,1,8,1,5,4,3,1,27.2855888807608,1,1,4,2020,1,7,40,240,2040
36289,85,0,1,13,0,9,2,1,4,3,2,49.6854425749817,1,4,4,2020,1,4,15,240,765
6779,697,4,2,35,3,8,2,1,2,3,4,40,1,1,3,2021,1,1,37.5,240,1875
12571,123,0,1,10,0,6,2,1,2,3,2,26.4584891548242,1,2,2,2018,1,8,40,15,2040
30395,68,2,1,13,0,3,2,2,4,1,3,13.5953112990008,2,2,1,2017,2,7,40,5,2040
68458,254,0,1,35,0,2,1,6,2,3,10,20,2,1,2,2021,2,8,60,10,3060
56018,149,0,1,12,0,5,2,6,4,3,1,14.5234604105572,2,1,3,2019,2,2,8,104,408
60377,1052,0,1,35,4,6,2,6,5,2,16,35.1938551572787,2,1,4,2020,2,4,35,229,1785
99216,119,0,1,35,0,4,1,2,3,3,2,15.7705611068409,2,1,1,2017,2,8,40,23,2040
9932,150,1,1,47,0,4,2,1,6,1,3,33.1964809384164,2,1,1,2019,2,5,30,70,1530
45694,83,0,1,35,0,1,2,6,2,3,6,13.0514988470407,2,2,1,2017,2,7,30,12,1530
99677,925,1,1,35,4,5,1,1,5,2,6,69.7763275991025,1,1,4,2018,2,2,35,156,1785
37868,103,0,1,35,0,9,2,1,4,3,2,24,2,1,1,2021,2,2,40,187,2040
67216,287,0,1,35,0,10,1,1,4,3,5,40.1116064565719,1,1,4,2017,1,3,40,234,2040
84010,123,0,1,48,7,9,2,1,2,2,18,58.2086761406133,1,1,4,2018,1,2,38.5,95,1963.5
987,198,0,2,59,9,9,2,1,4,3,2,28.2782475019216,1,1,4,2017,1,7,37.5,240,1837.5
15532,106,0,2,24,0,1,2,6,3,3,3,13.2267228739003,2,4,1,2019,2,6,35,7,1715
4423,394,2,1,35,0,6,2,2,4,3,3,20,2,1,1,2021,2,7,54,1,2754
30585,50,0,1,46,0,7,2,2,4,3,2,21.7277112939417,1,4,4,2018,1,2,36.3,2,1851.3
93457,1140,0,2,35,4,8,2,4,4,3,1,14.5234604105572,2,2,1,2019,2,2,30,10,690
58722,106,3,1,35,0,7,2,1,4,3,3,19.0116833205227,2,1,2,2017,2,2,44,39,2244
35043,76,1,1,35,0,4,1,1,4,3,6,34.9081744868035,2,1,2,2019,2,3,40,10,2040
81653,351,0,1,48,0,5,1,4,4,3,8,57.69,2,1,4,2021,1,8,40,115,2040
37187,152,0,1,12,0,4,1,6,2,3,1,16.2056110684089,2,1,4,2017,2,8,40,95,2040
17051,422,2,1,24,1,6,2,2,5,3,3,33.75,2,1,2,2021,2,5,35,184,1785
98253,116,1,1,13,0,5,2,6,4,3,14,23.7562316715543,1,4,2,2019,1,4,37,13,1887
61337,120,1,1,12,0,4,1,2,2,3,3,16.1512298232129,2,1,1,2017,2,7,48,192,2448
80327,97,0,1,13,0,6,1,6,4,2,5,25,2,1,1,2021,2,3,40,7,2040
28832,98,0,2,24,0,8,1,2,1,3,2,19.4840314136126,2,1,4,2018,2,2,40,240,2000
41575,276,1,2,35,0,3,2,1,4,3,3,24.7325903151422,1,1,4,2017,1,2,35,122,490
12889,80,1,1,48,0,4,2,1,5,1,3,39.1544965411222,2,1,1,2017,2,3,40,71,2040
62936,56,4,1,11,0,8,2,1,4,3,4,36.308651026393,1,1,4,2019,2,6,37.5,240,1912.5
22724,84,0,1,48,0,5,1,1,1,3,1,15.8750934928945,2,2,1,2018,2,9,50,5,2550
7107,904,0,1,35,4,1,2,6,2,3,3,18.9531158357771,2,3,4,2019,2,2,40,3,2040
37000,192,3,1,46,0,8,1,1,2,3,3,23.08,2,1,4,2021,2,8,60,59,3060
46939,80,0,1,35,0,4,1,2,6,3,2,64.1807455803228,2,1,4,2017,2,4,40,27,2040
43842,786,0,1,35,4,9,2,5,6,2,18,30.2685115931189,1,1,3,2018,1,4,40,176,2040
59754,203,1,1,59,0,7,1,1,2,1,6,31,2,1,3,2021,2,8,40,26,2040
66993,729,3,1,35,5,7,1,1,2,3,3,82.1155449890271,2,1,4,2020,2,1,40,223,2040
10918,78,0,1,46,0,9,1,1,2,3,2,22.6225980015373,2,1,4,2017,2,9,40,45,2040
71809,69,0,1,35,0,11,2,1,4,3,2,17.1980179506358,2,1,1,2018,2,2,32,56,1632
67121,242,4,2,59,0,11,1,1,4,3,4,18.3047271329746,2,1,4,2017,2,7,40,13,2000
63525,344,0,1,35,0,1,2,6,1,3,4,14.5234604105572,2,1,4,2019,2,7,24,15,1224
99132,566,0,1,48,7,9,2,1,6,3,2,87.2756231671554,2,1,3,2019,2,5,40,119,2040
16467,120,1,1,47,0,4,1,1,4,1,3,23.0718025430067,2,1,4,2018,2,8,40,66,2040
40864,106,0,2,24,0,10,2,3,4,3,1,22.9277615215801,2,1,3,2020,2,5,28,240,952
71640,125,3,1,59,0,7,1,1,4,3,3,65.2574942352037,1,1,1,2017,2,1,35,2,1785
326,91,0,1,59,0,8,1,5,6,3,1,42.5240837696335,1,1,4,2018,1,4,37.5,48,1912.5
96279,611,4,2,35,3,8,2,1,4,3,4,26.1465026902383,2,1,1,2017,2,5,24,166,1200
54400,781,0,1,35,4,10,1,2,4,3,2,21.959146810146,2,3,1,2017,2,2,40,13,2040
52296,129,0,1,46,0,2,1,6,3,3,7,17.401998462721,2,1,3,2017,2,7,40,37,2040
16389,127,0,1,13,0,9,1,1,4,3,2,21.7524980784012,2,1,1,2017,2,8,40,1,2040
61342,154,0,2,24,0,9,2,1,4,3,2,30.9352655198205,1,1,4,2018,1,6,37.5,208,1800
61890,169,0,1,24,0,2,2,6,3,3,7,16.9334330590875,2,1,1,2018,2,2,40,23,2040
13557,298,0,1,35,0,7,1,6,4,3,1,15,2,1,1,2021,2,10,24,136,1224
6901,60,0,1,35,0,8,2,2,4,3,2,27.1144888547271,2,1,3,2017,1,5,37.5,160,1912.5
53827,371,4,2,59,0,8,1,1,6,3,4,28.6622896854426,2,1,1,2020,2,2,15,181,750
61602,1008,0,1,24,2,2,1,6,4,3,3,19.7104105571848,2,1,4,2019,1,8,40,29,2040
2167,526,1,1,24,1,5,2,2,5,3,3,21.7373811265545,2,3,1,2020,2,5,33.5,3,1708.5
73750,760,1,1,48,8,6,1,1,6,2,3,47.49,1,1,4,2021,2,3,37.5,86,1912.5
74777,250,0,1,24,0,4,1,2,3,3,2,19.6671543525969,2,1,4,2020,1,7,40,47,2040
29176,102,4,1,12,0,6,1,1,4,3,4,20.3929669485012,2,1,3,2017,1,10,40,157,2040
92582,183,0,1,24,0,5,1,6,0,2,18,19.5772482705611,2,2,2,2017,2,9,40,16,2040
40513,911,0,1,24,2,4,1,6,5,3,5,24.52,2,1,4,2021,2,6,40,187,2040
20901,889,1,2,24,0,4,1,2,4,3,3,50.3134164222874,1,1,4,2019,1,5,36.6,111,1830
60039,124,0,1,46,6,7,2,2,5,3,2,14.0047653958944,2,1,2,2019,2,7,40,10,2040
57494,518,2,1,35,5,7,1,2,4,3,3,15.2267486548809,2,3,1,2017,2,3,30,2,1530
76429,532,0,1,24,0,9,1,5,1,3,1,17.8330216903515,2,1,2,2018,1,10,40,115,2040
66153,356,0,1,12,0,3,2,6,4,2,1,21.63,2,1,3,2021,2,2,40,58,2040
73556,135,0,1,13,0,1,2,6,2,3,3,17.5969275786394,2,2,3,2020,2,7,35,3,1785
98097,171,0,2,35,0,8,2,1,2,3,2,46.6825513196481,2,1,2,2019,2,7,40,9,2000
95197,150,1,1,48,8,4,2,2,5,3,3,43.508339566193,1,1,3,2018,1,4,56,60,2856
57273,956,0,1,24,0,4,2,6,4,3,1,22.7724945135333,1,1,4,2020,1,4,37,93,1887
71884,277,0,1,48,0,3,2,6,4,3,1,15.5267008046818,2,4,4,2020,2,7,20,2,1020
43917,229,0,1,59,0,1,1,6,3,3,6,15.5267008046818,2,1,2,2020,2,8,40,5,2040
70314,998,0,2,35,4,6,1,1,6,3,2,54.1517595307918,1,1,4,2019,1,5,35,175,1610
27335,89,0,1,47,0,9,2,3,1,3,1,19.0334358186011,2,1,4,2017,1,7,35,98,1785
3963,135,0,1,46,6,11,1,5,4,3,18,40.3694220921726,2,1,4,2020,1,8,40,240,2040
54322,147,1,2,24,0,5,2,2,3,3,3,22.0352805534204,1,3,4,2017,1,2,33.5,45,1038.5
76152,575,2,1,48,8,7,1,1,4,3,3,65.3555718475073,2,1,4,2019,2,10,40,227,2040
71512,77,0,1,46,6,10,1,1,2,3,5,33.1725595695619,2,1,2,2017,2,8,30,64,1530
3140,83,0,1,48,0,3,2,2,5,3,2,10.5833956619297,2,1,4,2018,2,2,40,46,2040
53792,468,2,1,35,5,5,1,1,4,3,3,42.5641129032258,1,1,4,2019,1,4,37.5,65,1912.5
16485,119,0,1,12,0,3,2,6,4,2,1,31.2210172026926,1,3,4,2018,1,2,40,3,2040
77430,151,2,1,24,0,5,2,1,4,3,3,20.33,1,1,4,2021,1,2,35,53,1785
80577,376,1,1,24,0,5,2,6,4,3,14,21.5,1,1,4,2021,1,7,37,22,1887
53623,193,0,1,12,0,7,2,6,5,3,18,25.8854727132975,2,1,1,2017,2,2,40,171,2040
63023,715,4,1,35,3,8,1,1,4,3,4,71.6744811683321,1,1,4,2017,2,1,37.5,3,1912.5
86848,156,0,2,13,0,7,2,6,3,3,1,16.5100972326103,2,1,4,2018,2,2,60,131,3000
14681,654,0,1,35,0,3,2,6,6,1,1,33.65,2,1,3,2021,2,5,40,52,2040
79388,589,0,1,35,0,4,1,6,1,3,1,50.1938893159108,2,1,4,2017,2,3,40,197,2040
770,378,0,1,48,8,7,2,6,4,1,1,16.5982404692082,2,1,4,2019,1,7,50,37,2550
10179,166,0,1,59,0,4,2,6,5,3,1,47.8263649962603,1,1,3,2018,2,4,40,7,2040
39490,341,0,1,35,0,1,2,6,1,3,3,14.5,2,1,4,2021,2,7,15,4,765
97220,327,2,1,35,0,5,1,1,6,3,3,44.887866568915,2,1,3,2019,2,3,40,21,2040
22793,200,0,1,48,0,7,2,2,5,3,5,78.4395080707149,1,1,4,2017,2,1,40,29,2040
56123,842,3,1,35,4,8,2,1,5,2,9,47.770482809071,2,1,4,2020,2,3,37.5,235,1912.5
76702,92,0,1,24,0,1,2,6,4,3,4,13.4860703812317,2,2,3,2019,2,2,16,2,816
71658,102,1,1,13,0,7,1,2,4,1,3,46.1330216903515,1,1,4,2018,1,3,37.5,146,1912.5
82441,292,2,1,35,0,5,1,2,4,3,3,35.4526335040234,2,1,2,2020,1,3,40,93,2040
81446,114,0,1,46,6,4,2,1,4,1,2,13.4860703812317,2,1,1,2019,2,7,36,6,1836
60132,112,2,1,13,0,4,2,6,2,3,14,18.2068408916218,1,1,4,2017,2,2,40,2,2040
38976,61,0,1,48,0,11,2,1,2,3,2,16.75,2,1,4,2021,2,7,35,58,1785
99264,117,0,1,59,0,9,1,2,2,3,2,31.1217008797654,1,1,2,2019,1,8,40,50,2040
84120,177,4,1,47,0,7,2,1,2,3,4,26.9129480614484,1,1,4,2020,1,2,37.5,143,1912.5
4533,188,2,1,59,0,6,1,1,4,3,3,27.47,2,1,1,2021,2,2,70,12,3570
52147,254,2,1,24,0,5,2,4,4,3,14,4.76162023460411,2,2,2,2019,2,7,40,194,2040
75745,317,4,2,59,0,9,1,4,2,3,15,36.2289685442575,1,1,3,2020,1,3,42.5,203,2082.5
59767,772,0,1,48,7,5,1,6,4,3,18,17.5969275786394,2,2,1,2020,2,9,40,1,2040
178,758,3,1,24,2,8,2,4,2,3,14,23.2425441967717,1,1,4,2017,1,4,40,240,2040
74315,128,2,1,46,0,7,2,1,5,3,3,30.8559185242122,2,1,3,2017,2,7,40,130,2040
55758,949,0,1,35,4,4,1,6,4,3,8,31.920491202346,2,1,2,2019,2,2,50,114,2550
35193,942,0,1,24,2,7,2,5,5,3,1,20.1084517576664,2,1,4,2018,2,2,40,19,2040
10995,477,1,1,24,0,5,1,4,4,3,14,33.95,2,1,4,2021,1,8,42,67,2142
22151,90,0,1,35,0,9,2,1,3,3,8,32.9890636430139,1,1,4,2020,1,2,35,240,1785
71262,278,2,1,35,0,4,2,1,6,3,3,20.6648731744812,1,1,3,2017,2,5,13,35,663
31489,164,1,1,47,0,6,1,1,6,1,6,23.9429618768328,2,1,2,2019,2,2,50,21,2550
12600,966,2,1,35,3,6,2,1,4,3,3,43.2263350402341,1,1,4,2020,1,5,35,28,1785
9576,289,0,1,35,3,9,2,1,6,3,2,51.4865398683248,1,1,4,2020,1,3,37.5,115,1912.5
51299,543,3,1,24,2,8,1,2,5,2,3,62.0670454545455,2,1,4,2019,2,1,45,29,2295
54007,842,0,1,59,0,3,2,2,5,3,2,41.7875274323336,1,1,4,2020,1,4,37.5,64,1912.5
96000,168,0,1,12,0,12,1,1,4,3,5,13.4938294689604,2,1,2,2018,2,8,42,143,2142
37110,161,3,1,48,0,7,2,1,4,3,3,21.1667913238594,2,1,1,2018,2,2,35,222,1785
72968,88,2,2,13,0,5,2,2,6,3,3,54.6332845647403,2,1,4,2020,2,4,32,100,1600
59043,258,0,1,35,0,6,2,6,2,3,18,21.0609573672401,2,1,4,2018,2,10,40,10,2040
22694,55,2,1,48,0,5,2,1,4,3,3,42.3981304985337,2,1,1,2019,2,5,40,1,2040
54620,2315,4,1,35,0,8,2,1,2,3,4,37.1605705925384,2,1,4,2020,2,2,37.5,74,1912.5
53459,882,0,1,59,9,10,2,1,4,2,18,22.94,1,1,4,2021,1,2,37.5,240,1912.5
30181,163,2,1,59,0,6,1,1,4,3,6,59.7156912948062,2,1,1,2020,2,10,40,134,2040
69394,78,0,1,10,0,9,2,3,4,3,1,16.3143735588009,2,1,1,2017,2,2,50,240,2550
2356,196,0,1,35,0,10,1,1,4,3,5,41.4956011730205,2,4,2,2019,2,3,8,76,408
50150,73,2,1,46,0,6,2,1,2,2,3,16.3143735588009,2,1,3,2017,2,10,80,10,4080
31256,128,3,1,24,0,7,2,1,4,3,3,22.9781891495601,2,1,1,2019,2,2,47.5,25,2422.5
32845,97,0,1,47,0,6,1,1,4,3,2,32,2,1,3,2021,2,9,40,98,2040
3717,266,3,1,35,0,8,1,1,4,3,3,28.2782475019216,2,1,4,2017,2,8,40,240,2040
3655,365,3,1,59,0,6,2,1,3,3,3,30.7797847809377,1,1,4,2017,1,7,21.2,180,1081.2
97000,326,0,1,24,1,9,1,2,0,3,2,21.9605459985041,2,1,3,2018,2,1,40,217,2040
44217,183,0,1,24,0,5,1,6,4,3,18,13.0514988470407,2,1,1,2017,2,7,30,6,1530
47899,1407,2,1,24,2,4,2,6,4,3,14,15,2,1,1,2021,2,7,30,42,1530
51925,950,4,1,59,9,7,2,1,5,3,4,13.4860703812317,2,1,1,2019,2,7,20,37,1020
86581,172,0,1,24,0,10,2,2,4,3,8,14.8167539267016,1,3,3,2018,2,5,50,10,2550
65536,1000,0,1,35,4,4,1,6,4,3,18,24.8973607038123,2,1,1,2019,2,8,40,38,2040
13954,139,4,1,46,6,9,1,1,5,3,4,44.8210222905457,1,1,4,2017,2,3,35,52,1785
78865,174,0,1,48,7,2,1,1,2,1,18,21.1667913238594,2,1,1,2018,2,9,40,36,2040
62056,78,0,1,24,0,8,2,6,2,3,1,22.9977187733732,2,1,4,2018,2,2,33.5,2,1708.5
74444,85,0,1,35,0,9,1,4,1,3,18,51.8586387434555,2,1,4,2018,2,8,42,117,2142
64447,125,0,1,24,0,3,1,6,4,3,1,25.0153727901614,2,1,2,2017,2,3,40,203,2040
65486,94,0,1,48,0,4,1,6,2,3,1,38.5805351906158,2,1,4,2019,1,2,53,72,2703
45418,197,2,1,12,0,6,1,1,2,3,3,25.16,2,1,4,2021,2,8,50,72,2550
80379,142,0,1,12,0,5,2,6,5,3,1,19.7104105571848,2,1,3,2019,2,9,48,40,2448
15220,274,0,1,59,0,8,1,4,4,3,1,48.7573313782991,1,1,4,2019,2,9,35,176,1785
91884,294,4,1,35,0,8,2,1,4,3,10,43.2543380703067,2,1,2,2018,2,4,52,9,2652
22923,134,0,1,46,6,5,2,5,4,1,1,14.6829362029208,2,1,2,2017,2,7,15,22,765
1613,351,4,1,35,0,6,1,1,2,3,7,25.4001495886313,2,1,2,2018,2,8,45,11,2295
48435,182,4,1,35,0,7,2,1,5,1,4,14.7828079178886,2,1,3,2019,2,7,35,79,1785
76232,220,0,1,59,0,5,2,1,4,3,2,36.32,2,1,4,2021,2,4,45,135,2295
6620,126,1,1,59,0,5,2,4,4,2,14,31.1217008797654,2,1,1,2019,2,4,35,30,1785
34967,179,0,1,24,0,9,1,6,0,3,1,31.5385190725505,2,1,3,2018,1,9,42,2,2142
97353,70,2,1,48,0,3,1,2,2,2,3,38.0668716372022,2,1,4,2017,2,8,54,12,2754
44364,184,0,1,24,0,9,1,2,1,3,2,21.1667913238594,2,1,1,2018,2,8,45,27,2295
84208,101,0,1,13,0,4,2,6,2,2,11,18.1144842721288,2,1,1,2020,2,10,40,26,2040
81198,271,1,2,59,0,4,1,1,2,3,3,39.1544965411222,2,1,2,2017,2,8,35,27,1750
31,417,3,1,24,0,7,2,1,4,3,3,13.8291148500366,2,1,4,2020,1,5,14,81,714
15888,1521,0,1,35,4,3,1,1,5,3,2,49.04,2,1,4,2021,2,2,35,53,1785
69891,350,0,2,35,0,10,2,2,2,3,2,22.69,2,1,4,2021,1,10,40,240,1920
83279,417,0,1,35,5,8,1,2,1,3,18,23.9277478862414,2,1,1,2017,2,8,40,35,2040
20275,139,1,1,24,0,3,2,1,5,3,3,25.7,2,1,4,2021,1,2,37.5,29,1912.5
5812,297,0,1,35,0,1,1,6,2,3,3,20.7022677395757,2,1,1,2020,2,8,62,33,3162
31360,90,0,1,35,0,4,1,1,1,2,5,24.4476439790576,2,3,2,2018,2,8,45,16,2295
9877,118,0,1,59,0,1,2,6,4,3,18,14.3678519061584,2,2,2,2019,2,9,25,3,1275
44194,407,3,1,48,0,7,1,1,3,3,3,47.770482809071,2,1,2,2020,2,7,40,16,2040
44464,116,3,1,12,0,6,2,1,4,3,9,29.6174853372434,1,1,4,2019,1,2,40,109,2040
37864,133,0,1,35,0,3,1,2,4,3,2,25.135564697083,2,1,4,2018,2,3,40,55,2040
5895,126,3,2,46,6,7,2,1,5,3,3,41.7303290949888,2,1,1,2018,2,2,40,107,1960
